iter	Logloss
194	0.302689991
195	0.3017496681
196	0.300731411
197	0.2995706177
198	0.2987381363
199	0.2978403091
200	0.296844635
201	0.2957947731
202	0.2948706436
203	0.2940298843
204	0.2930821609
205	0.2922441864
206	0.2912018204
207	0.2900616646
208	0.2893193245
209	0.2882335091
210	0.287195549
211	0.2861023331
212	0.2851755333
213	0.2843250656
214	0.2833112717
215	0.2821902847
216	0.281187973
217	0.2801928329
218	0.2792282867
219	0.2783834457
220	0.2775046539
221	0.2766909027
222	0.2758732605
223	0.275152607
224	0.2738881111
225	0.2730801964
226	0.2720485306
227	0.2711074257
228	0.270347538
229	0.2695320511
230	0.2685270309
231	0.2677157402
232	0.2668498421
233	0.2656626129
234	0.2648382187
235	0.2638498306
236	0.2629537964
237	0.2620849228
238	0.2612006378
239	0.260263443
240	0.2592041397
241	0.2582992172
242	0.2574062729
243	0.2568223572
244	0.2561110687
245	0.2552600098
246	0.2543774033
247	0.2533538818
248	0.2526510239
249	0.2516667557
250	0.250790062
251	0.2499794006
252	0.2493470001
253	0.2485557556
254	0.2478331184
255	0.2468698502
256	0.2459438133
257	0.2450669861
258	0.2445095062
259	0.24385149
260	0.2430652618
261	0.2421331024
262	0.2414668655
263	0.2407909012
264	0.2401801109
265	0.2392434883
266	0.2386556244
267	0.2380986023
268	0.2374203682
269	0.2369350815
270	0.2362182617
271	0.2355776024
272	0.2349782944
273	0.2343858719
274	0.2336391068
275	0.2329975128
276	0.2321839523
277	0.2311989212
278	0.2303904724
279	0.2296460915
280	0.2290145493
281	0.2285836411
282	0.2279389191
283	0.2271663284
284	0.2265742683
285	0.225755043
286	0.2249028587
287	0.2241575813
288	0.2235969543
289	0.2229114532
290	0.2222684097
291	0.221615181
292	0.2210260391
293	0.2204117203
294	0.2199274826
295	0.2193441582
296	0.2187710571
297	0.2182637978
298	0.2176573181
299	0.2171042633
300	0.2165734673
301	0.2158578873
302	0.2153117371
303	0.2149239922
304	0.214148941
305	0.2137045288
306	0.2131449127
307	0.2124943161
308	0.2117049408
309	0.2113090134
310	0.2106788826
311	0.2101722717
312	0.2095701599
313	0.2089751625
314	0.2084360123
315	0.2077614594
316	0.2072838974
317	0.2062683296
318	0.2058164024
319	0.2050801659
320	0.2043936348
321	0.2038497162
322	0.2033335876
323	0.2027757835
324	0.2022212601
325	0.2018871307
326	0.2013741684
327	0.2009142494
328	0.2004653931
329	0.1999938202
330	0.1993826866
331	0.1986725235
332	0.1982003784
333	0.1977144432
334	0.197123642
335	0.1966848755
336	0.1959922218
337	0.1953961563
338	0.1949747086
339	0.1945723343
340	0.1941501236
341	0.1934959602
342	0.1929542923
343	0.1924900246
344	0.1919853783
345	0.191531105
346	0.1910322571
347	0.1905414581
348	0.1901585007
349	0.1897272491
350	0.1894050217
351	0.1888338852
352	0.1883743668
353	0.1877039337
354	0.1872025299
355	0.1866044998
356	0.1860617065
357	0.1855979538
358	0.1849899673
359	0.1846183777
360	0.184162941
361	0.1836611938
362	0.1832444763
363	0.1828456879
364	0.1823507309
365	0.1819211578
366	0.1815402222
367	0.1810281372
368	0.1805924797
369	0.1801784897
370	0.1797650146
371	0.1793113327
372	0.1787783432
373	0.1783749199
374	0.1778643608
375	0.1773731995
376	0.1768996239
377	0.1764952278
378	0.1760689354
379	0.1757258034
380	0.1753105164
381	0.1748033905
382	0.1744285774
383	0.1740589142
384	0.173423996
385	0.1730578232
386	0.1724549675
387	0.1721040535
388	0.1715761185
389	0.1712395287
390	0.1707688332
391	0.1703749847
392	0.1699292755
393	0.1696082878
394	0.169090538
395	0.1686960411
396	0.1680975533
397	0.167649231
398	0.1672028732
399	0.1668334389
400	0.1663621902
401	0.1659032059
402	0.1654316711
403	0.1651796722
404	0.1647008133
405	0.1642563248
406	0.1637862778
407	0.1634008408
408	0.1629050636
409	0.1623521042
410	0.161813736
411	0.1614788818
412	0.1610171318
413	0.1606232452
414	0.1602687836
415	0.1598983574
416	0.159537344
417	0.1590257645
418	0.1586341476
419	0.1583138847
420	0.1579370308
421	0.1574808025
422	0.1571444988
423	0.1567973328
424	0.1563886833
425	0.156087532
426	0.1557072735
427	0.1551644325
428	0.1546423244
429	0.1543218327
430	0.1540007782
431	0.1535698891
432	0.1531893921
433	0.1528461838
434	0.1523866272
435	0.1519683647
436	0.1515612984
437	0.151108675
438	0.1505772591
439	0.15014925
440	0.1497791672
441	0.149475584
442	0.1491662693
443	0.1488519859
444	0.1485388374
445	0.1482183552
446	0.1477906895
447	0.1473803616
448	0.1470217419
449	0.1466577148
450	0.1463492393
451	0.1460529232
452	0.1456731415
453	0.1453422928
454	0.1450105953
455	0.144581356
456	0.1442453957
457	0.1438192749
458	0.143435688
459	0.1430128193
460	0.1426950264
461	0.1423242188
462	0.1420819187
463	0.1417436028
464	0.1415464497
465	0.1412849426
466	0.1410088348
467	0.1406606293
468	0.1402703571
469	0.1399172688
470	0.1397471142
471	0.1395094967
472	0.1391483021
473	0.138843298
474	0.138568325
475	0.1382351875
476	0.1378476524
477	0.1376051903
478	0.1373635674
479	0.137002697
480	0.1365996838
481	0.1363103485
482	0.1359959412
483	0.1356275558
484	0.1352786827
485	0.1349204826
486	0.1345931339
487	0.1343060303
488	0.1341493416
489	0.1337303162
490	0.1335171127
491	0.1332627678
492	0.1329905128
493	0.1326208782
494	0.1323254395
495	0.1319684505
496	0.1316411591
497	0.1313411522
498	0.1310784531
499	0.13085042
500	0.1304713821
501	0.1301753807
502	0.1299373245
503	0.1296669769
504	0.1293761158
505	0.1290307522
506	0.1287671089
507	0.1285805607
508	0.1283091736
509	0.1279964638
510	0.127667675
511	0.127431078
512	0.1271966743
513	0.1269690704
514	0.1266980076
515	0.126371603
516	0.1262443542
517	0.1259515953
518	0.1255178833
519	0.1252355957
520	0.1249967766
521	0.1247354317
522	0.1244382381
523	0.1242163181
524	0.1240367222
525	0.1239245892
526	0.1235916328
527	0.1233630943
528	0.122926693
529	0.1226292229
530	0.1222523308
531	0.1220946503
532	0.1217835236
533	0.1215717983
534	0.1212586784
535	0.1210364342
536	0.1208014011
537	0.1205414581
538	0.1203037262
539	0.1199850655
540	0.1197390461
541	0.1194887257
542	0.1192385578
543	0.1190290165
544	0.1186988831
545	0.1184591293
546	0.1182569122
547	0.1179686928
548	0.1176893711
549	0.117415123
550	0.1171752071
551	0.1167715073
552	0.1165714264
553	0.1163853931
554	0.1161317921
555	0.1159235001
556	0.1156295013
557	0.1154312706
558	0.1151240921
559	0.1148956585
560	0.1146490383
561	0.1145048523
562	0.1142722416
563	0.1140455055
564	0.1138613415
565	0.1135898876
566	0.1133120823
567	0.1130041122
568	0.1127435493
569	0.1125461483
570	0.1122931194
571	0.1120355129
572	0.1117515755
573	0.1115501022
574	0.1113872719
575	0.1110679436
576	0.110841074
577	0.1106092453
578	0.1103697205
579	0.1101710796
580	0.1099160004
581	0.1097093678
582	0.1095453453
583	0.1093789101
584	0.1090907478
585	0.1088020515
586	0.1085928917
587	0.1083223915
588	0.1081035042
589	0.1079190922
590	0.1076556587
591	0.1074869633
592	0.1072681618
593	0.107009449
594	0.1068455029
595	0.1066063118
596	0.106322298
597	0.1061232758
598	0.1059466362
599	0.1057423401
600	0.1055661106
601	0.1053590775
602	0.1050623608
603	0.104797802
604	0.104527235
605	0.1043772793
606	0.1041588783
607	0.1039439011
608	0.1037733078
609	0.1035172844
610	0.1033675766
611	0.1030882931
612	0.1029756355
613	0.1027463913
614	0.1024972534
615	0.1022364044
616	0.1019105911
617	0.1017251587
618	0.1015106392
619	0.1013373756
620	0.1011516762
621	0.1010229874
622	0.1008431816
623	0.1006111336
624	0.1004117489
625	0.1002738094
626	0.1000329113
627	0.0998925209
628	0.09959384918
629	0.09938930511
630	0.09925621033
631	0.09910902023
632	0.09886583328
633	0.09870084763
634	0.09847536087
635	0.09819377899
636	0.09798669815
637	0.0978521347
638	0.09763504028
639	0.09740671158
640	0.09720163345
641	0.09698131561
642	0.09677223206
643	0.09659248352
644	0.09639778137
645	0.09626832962
646	0.09605258942
647	0.09584973335
648	0.09568576813
649	0.09551445007
650	0.09530330658
651	0.09514818192
652	0.09491989136
653	0.09475265503
654	0.09459140778
655	0.09445774078
656	0.09429775238
657	0.09417284966
658	0.09396755219
659	0.09381298065
660	0.09355264664
661	0.09345067978
662	0.09325504303
663	0.09309409142
664	0.09286184311
665	0.0927637291
666	0.0925841713
667	0.09238780975
668	0.0922183609
669	0.0920262146
670	0.09181354523
671	0.09163071632
672	0.09143321991
673	0.09129289627
674	0.09112360001
675	0.09096716881
676	0.09086968422
677	0.09071392059
678	0.09046873093
679	0.09029912949
680	0.09015340805
681	0.08993509293
682	0.08976362228
683	0.08957921982
684	0.08944152832
685	0.08930344582
686	0.08908964157
687	0.08895335197
688	0.08879749298
689	0.08862537384
690	0.08850954056
691	0.08843114853
692	0.08826323509
693	0.08814762115
694	0.08802355766
695	0.08786527634
696	0.08773287773
697	0.0876203537
698	0.08745136261
699	0.0872299099
700	0.08713084221
701	0.0869357872
702	0.08679470062
703	0.08660313606
704	0.0864452076
705	0.08635217667
706	0.08622347832
707	0.08607852936
708	0.08592960358
709	0.0857816124
710	0.08559069633
711	0.0853670311
712	0.08523416519
713	0.08510902405
714	0.08499660492
715	0.08485920906
716	0.08469869614
717	0.08452619553
718	0.08443507195
719	0.08429533958
720	0.08414838791
721	0.08400777817
722	0.08388226509
723	0.08372021675
724	0.083601017
725	0.08342321396
726	0.08326850891
727	0.08308639526
728	0.08290225983
729	0.08276518822
730	0.08260788918
731	0.08250059128
732	0.08239812851
733	0.08226416588
734	0.08209080696
735	0.08192468643
736	0.08181853294
737	0.08165973663
738	0.08150874138
739	0.08139987946
740	0.0813012886
741	0.08120418549
742	0.08104862213
743	0.08091040611
744	0.08077667236
745	0.08066141129
746	0.08058607101
747	0.08043575287
748	0.08033871651
749	0.08021014214
750	0.08010773659
751	0.07998373032
752	0.07982154846
753	0.07969889641
754	0.07953717232
755	0.07942338943
756	0.07921513081
757	0.0790796566
758	0.07895643234
759	0.07873749733
760	0.07862922192
761	0.07852855206
762	0.0784689045
763	0.07836062431
764	0.07823868752
765	0.07813737392
766	0.07799446106
767	0.07782731056
768	0.07770064354
769	0.07758123398
770	0.07748077869
771	0.07733581066
772	0.07719205856
773	0.07703358173
774	0.07687623501
775	0.07677752018
776	0.07666310787
777	0.07653360844
778	0.0764150095
779	0.07625479698
780	0.07612385273
781	0.07601701736
782	0.07582321167
783	0.07573318481
784	0.07566055298
785	0.07552494526
786	0.07544109344
787	0.07533545494
788	0.07520458698
789	0.07508172989
790	0.07498837471
791	0.07488197327
792	0.07474005699
793	0.07453948021
794	0.0744143343
795	0.07433752537
796	0.07422525883
797	0.07408249855
798	0.07397448063
799	0.0738012743
800	0.07367952347
801	0.07356499195
802	0.07347154617
803	0.07335916519
804	0.07326395988
805	0.07317216873
806	0.07304656982
807	0.07293574333
808	0.07282154083
809	0.07270617485
810	0.07257917404
811	0.07244248867
812	0.07237273693
813	0.0722824955
814	0.07218859196
815	0.07207857609
816	0.07192129135
817	0.07181068897
818	0.07167212963
819	0.07156121254
820	0.0713915062
821	0.07125918865
822	0.07114817619
823	0.07099599838
824	0.07087961674
825	0.07077888489
826	0.07065374374
827	0.07053453445
828	0.0703853035
829	0.07025401592
830	0.07014875412
831	0.07003558159
832	0.06994120598
833	0.06985201359
834	0.06973459244
835	0.0696144104
836	0.06952673912
837	0.06941254616
838	0.06928011894
839	0.06916426659
840	0.06902890682
841	0.06893260002
842	0.0688334465
843	0.06866760254
844	0.06855890751
845	0.06844238281
846	0.06831771851
847	0.06821517944
848	0.06799951077
849	0.0679315567
850	0.06783250809
851	0.06771389484
852	0.06757174492
853	0.06744954109
854	0.06735928059
855	0.06727054596
856	0.06714759827
857	0.06704278946
858	0.06695437908
859	0.06684528351
860	0.066745224
861	0.06662157059
862	0.06651648521
863	0.0664240551
864	0.06633120537
865	0.06624991417
866	0.06613877773
867	0.06599427223
868	0.06591959953
869	0.06579775333
870	0.06569971561
871	0.06561264515
872	0.06547869205
873	0.06538384438
874	0.06527524471
875	0.06521099091
876	0.06511246204
877	0.0650302124
878	0.06492082596
879	0.06481655121
880	0.0647177124
881	0.06462282181
882	0.06451581955
883	0.06447689056
884	0.06437293053
885	0.06429128647
886	0.06419123173
887	0.06409889221
888	0.0640230751
889	0.06391756535
890	0.06382598877
891	0.0637318182
892	0.06361041546
893	0.06353147507
894	0.06342298508
895	0.06329158306
896	0.06321602345
897	0.06310805321
898	0.06302807331
899	0.0628968668
900	0.06282485485
901	0.0627134037
902	0.06261174679
903	0.06252958298
904	0.06243905067
905	0.06232533455
906	0.06226284504
907	0.06217637062
908	0.06214283466
909	0.06204665184
910	0.06196675301
911	0.06187847137
912	0.0618016243
913	0.06169262409
914	0.06162148952
915	0.06153930664
916	0.06143241882
917	0.06133442879
918	0.06123351574
919	0.06114108562
920	0.0610251236
921	0.06095011234
922	0.06084680557
923	0.06071200371
924	0.06063752651
925	0.06057815552
926	0.06049042702
927	0.06040081501
928	0.06031145096
929	0.0602344799
930	0.06012934685
931	0.06006640434
932	0.05995090485
933	0.05983029366
934	0.05974894047
935	0.05965000153
936	0.05955850601
937	0.05949251175
938	0.0594046545
939	0.0593441391
940	0.05929201603
941	0.05922535896
942	0.05913401604
943	0.05902823448
944	0.05896259308
945	0.05889814377
946	0.05881065845
947	0.05873119831
948	0.05866830349
949	0.05858635426
950	0.05847952843
951	0.0583869791
952	0.05831769466
953	0.05825298309
954	0.05818892956
955	0.05810495853
956	0.05803995609
957	0.05795469284
958	0.05786745071
959	0.05778156281
960	0.05772304535
961	0.05765730858
962	0.05756932259
963	0.05747306824
964	0.05739440918
965	0.05730215073
966	0.0572435236
967	0.05720936298
968	0.05713161469
969	0.05704256535
970	0.05695351601
971	0.0568848896
972	0.05677295208
973	0.05668061256
974	0.05659068108
975	0.05654352665
976	0.05644992828
977	0.0564072752
978	0.05629714966
979	0.05622560978
980	0.05612009048
981	0.05602729797
982	0.05593355179
983	0.05584827423
984	0.05580938339
985	0.05573684692
986	0.05566897392
987	0.05558842659
988	0.05550833225
989	0.0554172802
990	0.05534042358
991	0.05524272442
992	0.05515505314
993	0.05511433125
994	0.05503799438
995	0.05497759819
996	0.05491577148
997	0.05484876156
998	0.054786129
999	0.05464425087
